text,created_at
Kevin Hassett who has done such a great job for me and the Administration will be leaving shortly. His very talented replacement will be named as soon as I get back to the U.S. I want to thank Kevin for all he has done - he is a true friend!,06-03-2019 01:41:17
Hearing word that Russia Syria and to a lesser extent Iran are bombing the hell out of Idlib Province in Syria and indiscriminately killing many innocent civilians. The World is watching this butchery. What is the purpose what will it get you? STOP!,06-02-2019 23:49:30
Democrats can’t impeach a Republican President for crimes committed by Democrats. The facts are “pouring” in. The Greatest Witch Hunt in American History! Congress go back to work and help us at the Border with Drug Prices and on Infrastructure.,06-02-2019 23:43:35
Mexico is sending a big delegation to talk about the Border. Problem is they’ve been “talking” for 25 years. We want action not talk. They could solve the Border Crisis in one day if they so desired. Otherwise our companies and jobs are coming back to the USA!,06-02-2019 18:19:47
Peggy Noonan the simplistic writer for Trump Haters all is stuck in the past glory of Reagan and has no idea what is happening with the Radical Left Democrats or how vicious and desperate they are. Mueller had to correct his ridiculous statement Peggy never understood it!,06-02-2019 18:13:04
RT @realDonaldTrump: THE TRUTH! The Witch Hunt is dead. Thank you @marcthiessen. https://t.co/myKaSEnbs7,06-02-2019 13:00:57
RT @realDonaldTrump: GREAT NEWS! #MAGA https://t.co/91Yk8B11bP,06-02-2019 12:45:31
I never called Meghan Markle “nasty.” Made up by the Fake News Media and they got caught cold! Will @CNN @nytimes and others apologize? Doubt it!,06-02-2019 12:44:24
NO COLLUSION NO OBSTRUCTION NO NOTHING! “What the Democrats are trying to do is the biggest sin in the impeachment business.” David Rivkin Constitutional Scholar. Meantime the Dems are getting nothing done in Congress. They are frozen stiff. Get back to work much to do!,06-02-2019 12:30:10
The Wall is under construction and moving along quickly despite all of the Radical Liberal Democrat lawsuits. What are they thinking as our Country is invaded by so many people (illegals) and things (Drugs) that we do not want. Make America Great Again!,06-02-2019 11:53:25
People have been saying for years that we should talk to Mexico. The problem is that Mexico is an “abuser” of the United States taking but never giving. It has been this way for decades. Either they stop the invasion of our Country by Drug Dealers Cartels Human Traffickers....,06-02-2019 11:44:12
....Coyotes and Illegal Immigrants which they can do very easily or our many companies and jobs that have been foolishly allowed to move South of the Border will be brought back into the United States through taxation (Tariffs). America has had enough!,06-02-2019 11:44:12
The Democrats are doing nothing on the Border to address the Humanitarian and National Security Crisis! Could be fixed so easily if they would vote with Republicans to fix the loopholes.,06-02-2019 11:09:50
RT @realDonaldTrump: I will be announcing my Second Term Presidential Run with First Lady Melania Vice President Mike Pence and Second La…,06-02-2019 10:55:30
The Great Jerry West will be receiving our Nation’s highest civilian honor The Presidential Medal of Freedom for his outstanding career both on and off the court. Happy Birthday Jerry! @Sen_JoeManchin https://t.co/3kNEpteYfW,06-02-2019 02:28:39
THE TRUTH! The Witch Hunt is dead. Thank you @marcthiessen. https://t.co/myKaSEnbs7,06-02-2019 01:58:47
RT @DavidBrodyCBN: Trump's approval rating hits highest point in two years https://t.co/TT09Ovd5r8,06-01-2019 23:32:56
RT @peterbakernyt: Trump to award Medal of Freedom to Arthur Laffer father of supply side economics that gained prominence in the Reagan y…,06-01-2019 23:32:24
RT @DavidBrodyCBN: .@jaketapper and @CNN are spreading a false story. This is a perfect example of how the liberal media takes something co…,06-01-2019 23:31:48
RT @JennaBrowder: #FaithNation everyday at 6pm eastern — join me and @JohnJessupCBN over on the new 24/7 CBN News Channel by downloading ou…,06-01-2019 23:27:17
RT @JennaBrowder: “This is not a political endorsement. It’s just simply praying for the president.” - @Franklin_Graham tells me and @JohnJ…,06-01-2019 23:26:56
RT @FaithandFreedom: We are encouraged to join together in prayer for Pres. @realDonaldTrump on June 2nd with faith leaders such as @Frankl…,06-01-2019 23:25:54
We will all stick together and WIN! Thank you Franklin. https://t.co/IS7OfkmGKA,06-01-2019 23:23:49
RT @Franklin_Graham: Announcing Special Day of Prayer for the President - June 2 https://t.co/IxtApdsjOI,06-01-2019 23:19:53
RT @toddstarnes: Franklin Graham Calls for National Day of Prayer for President Trump - https://t.co/WS2nRB1oME https://t.co/Smu9eC9YAG,06-01-2019 23:18:33
RT @jackngraham: I’m joining my good friend @Franklin_Graham and hundreds of other faith leaders in asking our churches across America to p…,06-01-2019 23:16:09
RT @Franklin_Graham: I want to remind everyone of the importance of praying for @POTUS @realDonaldTrump this Sun. June 2. We need to pray…,06-01-2019 23:15:55
RT @Franklin_Graham: Thank you to the thousands of people who have already let me know that you'll be praying this Sunday. If you’d like to…,06-01-2019 23:15:44
RT @Franklin_Graham: I also hope thousands of pastors across the nation will take a moment in their service this Sunday to pray for the Pre…,06-01-2019 23:15:30
RT @financialissues: .@Franklin_Graham will be joining me LIVE on Financial Issues to talk about the nationwide movement Special Day of Pr…,06-01-2019 23:14:27
Thank you so much Franklin! https://t.co/LK7sHUGrZ7,06-01-2019 23:14:18
When you are the “Piggy Bank” Nation that foreign countries have been robbing and deceiving for years the word TARIFF is a beautiful word indeed! Others must treat the United States fairly and with respect - We are no longer the “fools” of the past!,06-01-2019 22:20:56
....U.S. in order to avoid paying the 25% Tariff. Like Mexican companies will move back to the United States once the Tariff reaches the higher levels. They took many of our companies  and  jobs the foolish Pols let it happen and now they will come back unless Mexico stops the.....,06-01-2019 20:37:04
...travesty that is taking place in allowing millions of people to easily meander through their country and INVADE the U.S. not to mention the Drugs  and  Human Trafficking pouring in through Mexico. Are the Drug Lords Cartels  and  Coyotes really running Mexico? We will soon find out!,06-01-2019 20:37:04
Washington Post got it wrong as usual. The U.S. is charging 25% against 250 Billion Dollars of goods shipped from China not 200 BD. Also China is paying a heavy cost in that they will subsidize goods to keep them coming devalue their currency yet companies are moving to.....,06-01-2019 20:37:03
The United States stands ready to work with @NayibBukele to advance prosperity in El Salvador and the hemisphere. Congratulations President Bukele on your inauguration!,06-01-2019 19:50:47
Emmet Flood who came to the White House to help me with the Mueller Report will be leaving service on June 14th. He has done an outstanding job – NO COLLUSION - NO OBSTRUCTION! Case Closed! Emmet is my friend and I thank him for the GREAT JOB he has done.,06-01-2019 19:48:55
Spoke to Virginia Governor @RalphNortham last night and the Mayor and Vice Mayor of Virginia Beach this morning to offer condolences to that great community. The Federal Government is there and will be for whatever they may need. God bless the families and all!,06-01-2019 14:43:06
I will be announcing my Second Term Presidential Run with First Lady Melania Vice President Mike Pence and Second Lady Karen Pence on June 18th in Orlando Florida at the 20000 seat Amway Center. Join us for this Historic Rally! Tickets: https://t.co/1krDP2oQvG,05-31-2019 20:35:41
GREAT NEWS! #MAGA https://t.co/91Yk8B11bP,05-31-2019 20:02:16
As we celebrate LGBT Pride Month and recognize the outstanding contributions LGBT people have made to our great Nation let us also stand in solidarity with the many LGBT people who live in dozens of countries worldwide that punish imprison or even execute individuals....,05-31-2019 19:12:32
....on the basis of their sexual orientation. My Administration has launched a global campaign to decriminalize homosexuality and invite all nations to join us in this effort!,05-31-2019 19:12:32
.@SeanHannity is having a DEEP STATE SHOW tonight on Fox News at 9:00 PM (E) exposing the tremendous abuse of power that has been uncovered. Tremendous guests a must see – Enjoy!,05-31-2019 18:11:25
Saddened to hear about the loss of John Pinto a Navajo Code Talker in World War II over the Memorial Day Weekend. The Code Talkers are true American HEROES and John never stopped serving his fellow citizens as a longtime New Mexico State Senator. John Rest In Peace!,05-31-2019 18:08:33
90% of the Drugs coming into the United States come through Mexico  and  our Southern Border. 80000 people died last year 1000000 people ruined. This has gone on for many years  and  nothing has been done about it. We have a 100 Billion Dollar Trade Deficit with Mexico. It’s time!,05-31-2019 14:41:24
